name,company,image,for_gender,rating,number_votes,main accords,description,top notes,middle notes,base notes,longevity,sillage,gender_vote,price value
Le Jade,Roger & Gallet,https://fimgs.net/mdimg/perfume/375x500.45816.jpg,for women,4.5,2,"{'citrus': 100.0, 'woody': 77.25, 'aromatic': 63.25, 'musky': 63.25, 'amber': 59.75, 'animalic': 57.125, 'fresh spicy': 52.75, 'powdery': 52.75, 'warm spicy': 49.25, 'earthy': 47.5}","Le Jade by Roger & Gallet is a Chypre fragrance for women. Le Jade was launched in 1923.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],"['Lime', 'Bergamot', 'Ambergris', 'Civet', 'Sandalwood', 'Vetiver', 'Tonka Bean', 'Musk', 'Patchouli', 'Vanilla']",[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}","{'intimate': 0, 'moderate': 0, 'strong': 1, 'enormous': 0}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Le Chick Chick,Vigny,https://fimgs.net/mdimg/perfume/375x500.14112.jpg,for women,4.0,1,{},"Le Chick Chick by Vigny is a fragrance for women. Le Chick Chick was launched in 1923. The nose behind this fragrance is Jacque Vogel. Le Chick Chick perfume was launched right before Easter 1923. Its imaginative bottle in the shape of a chick carries the fragrance ""charming in its simplicity."" The bottle is designed by Michel de Brunhoff. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],[],[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 1}","{'intimate': 0, 'moderate': 0, 'strong': 0, 'enormous': 2}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Violetera,Mury Paris,https://fimgs.net/mdimg/perfume/375x500.43443.jpg,for women,NA,NA,{},"Violetera by Mury Paris is a Floral fragrance for women. Violetera was launched in 1923.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],[],[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}","{'intimate': 0, 'moderate': 0, 'strong': 0, 'enormous': 0}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Le Jardin de Ma Soeur,Mury Paris,https://fimgs.net/mdimg/perfume/375x500.43442.jpg,for women and men,NA,NA,{},"Le Jardin de Ma Soeur by Mury Paris is a Floral fragrance for women and men. Le Jardin de Ma Soeur was launched in 1923.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],[],[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}","{'intimate': 0, 'moderate': 0, 'strong': 0, 'enormous': 0}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Le Beau Soir,Mury Paris,https://fimgs.net/mdimg/perfume/375x500.43441.jpg,for women and men,NA,NA,{},"Le Beau Soir by Mury Paris is a fragrance for women and men. Le Beau Soir was launched in 1923.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],[],[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}","{'intimate': 0, 'moderate': 0, 'strong': 0, 'enormous': 0}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Ptah,Parfums Ciro,https://fimgs.net/mdimg/perfume/375x500.40810.jpg,for women,NA,NA,{},"Ptah by Parfums Ciro is a fragrance for women. Ptah was launched in 1923.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],[],[],"{'very weak': 1, 'weak': 1, 'moderate': 0, 'long lasting': 0, 'eternal': 1}","{'intimate': 0, 'moderate': 1, 'strong': 1, 'enormous': 1}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Valée des Rois,L.T. Piver,https://fimgs.net/mdimg/perfume/375x500.40522.jpg,for women,NA,NA,{},"Valée des Rois by L.T. Piver is a fragrance for women. Valée des Rois was launched in 1923.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],[],[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}","{'intimate': 0, 'moderate': 0, 'strong': 0, 'enormous': 0}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Misti,L.T. Piver,https://fimgs.net/mdimg/perfume/375x500.40521.jpg,for women,NA,NA,{},"Misti by L.T. Piver is a fragrance for women. Misti was launched in 1923.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],[],[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 1}","{'intimate': 0, 'moderate': 1, 'strong': 0, 'enormous': 0}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Flo,Lesquendieu,https://fimgs.net/mdimg/perfume/375x500.40121.jpg,for women and men,NA,NA,{},"Flo by Lesquendieu is a fragrance for women and men. Flo was launched in 1923.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],[],[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}","{'intimate': 0, 'moderate': 0, 'strong': 0, 'enormous': 0}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Les Exclusifs de Chanel Cuir de Russie 1924,Chanel,https://fimgs.net/mdimg/perfume/375x500.98.jpg,for women,4.25,990,"{'leather': 100.0, 'woody': 72.65090000000001, 'aromatic': 64.079, 'smoky': 62.2614, 'powdery': 61.4079, 'citrus': 59.4368, 'animalic': 59.0316, 'floral': 56.3175, 'white floral': 55.2983, 'sweet': 53.8492}","Les Exclusifs de Chanel Cuir de Russie 1924 by Chanel is a Leather fragrance for women. Les Exclusifs de Chanel Cuir de Russie 1924 was launched in 1924. The nose behind this fragrance is Ernest Beaux. Top notes are Clary Sage, Orange Blossom, Bergamot, Lemon and Mandarin Orange; middle notes are iris, Ylang-Ylang, Vetiver, Carnation, Jasmine, Rose and Cedar; base notes are Leather, Birch, Tobacco, Musk, Amber, Heliotrope and Vanilla. Cuir de Russie, or Russian leather was a theme modern at the end of the 19th century. Many perfume houses were creating perfumes for women who smoked cigarettes. Today exclusive, Chanel\'s Cuir de Russie was created in 1924. The fragrance is provocative and shocking, and that exactly was its purpose, because it was created for a woman who dared to smoke cigarettes in public. It was a kind of encouragement and approval, because at that time a woman who smoked was a scandalous and inconceivable symbol of emancipation. 
The composition starts with aldehydes moderated by mild nectar of classical trio – rose, jasmine and ylang-ylang. The ending comes as smoky, animalistic note of dark leather. The main notes are: orange blossom, bergamot, mandarin, sage, iris, jasmine, rose, ylang-ylang, cedarwood, vetiver, styrax, leather, amber and vanilla. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Clary Sage', 'Orange Blossom', 'Bergamot', 'Lemon', 'Mandarin Orange']","['iris', 'Ylang-Ylang', 'Vetiver', 'Carnation', 'Jasmine', 'Rose', 'Cedar']","['Leather', 'Birch', 'Tobacco', 'Musk', 'Amber', 'Heliotrope', 'Vanilla']","{'very weak': 25, 'weak': 21, 'moderate': 85, 'long lasting': 47, 'eternal': 26}","{'intimate': 64, 'moderate': 101, 'strong': 58, 'enormous': 44}","{'female': 0, 'more female': 0, 'unisex': 4, 'more male': 1, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 2, 'good value': 0, 'great value': 0}"
Cuir de Russie Parfum,Chanel,https://fimgs.net/mdimg/perfume/375x500.47794.jpg,for women and men,4.62,105,"{'aldehydic': 100.0, 'sweet': 99.825, 'leather': 98.25, 'tobacco': 93.0, 'yellow floral': 91.25, 'white floral': 80.75, 'rose': 79.0, 'fresh': 77.075, 'vanilla': 68.5, 'animalic': 66.6625}","Cuir de Russie Parfum by Chanel is a Leather fragrance for women and men. Cuir de Russie Parfum was launched in 1924. The nose behind this fragrance is Ernest Beaux.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],"['Aldehydes', 'Russian Leather', 'Tobacco', 'Ylang-Ylang', 'Jasmine', 'Rose', 'Vanilla']",[],"{'very weak': 2, 'weak': 8, 'moderate': 8, 'long lasting': 4, 'eternal': 12}","{'intimate': 14, 'moderate': 20, 'strong': 19, 'enormous': 29}","{'female': 2, 'more female': 0, 'unisex': 3, 'more male': 1, 'male': 0}","{'way overpriced': 4, 'overpriced': 0, 'ok': 1, 'good value': 1, 'great value': 0}"
Jeanne Lanvin My Sin,Lanvin,https://fimgs.net/mdimg/perfume/375x500.9074.jpg,for women,4.32,374,"{'musky': 100.0, 'powdery': 91.8027, 'fresh': 80.401, 'white floral': 79.4322, 'woody': 73.2967, 'aldehydic': 73.0855, 'amber': 71.5827, 'animalic': 70.2786, 'floral': 69.7445, 'yellow floral': 69.6948}","Jeanne Lanvin My Sin by Lanvin is a Floral Aldehyde fragrance for women. Jeanne Lanvin My Sin was launched in 1924. The nose behind this fragrance is Madame Zed. Top notes are Aldehydes, Neroli, Clary Sage, Bergamot and Amalfi Lemon; middle notes are Jasmine, Orris Root, Narcissus, Ylang-Ylang, Rose, Clove, Lilac and Lily-of-the-Valley; base notes are Civetta, Musk, Styrax, Woodsy Notes, Tolu Balsam, vetyver and Vanille. Lanvin My Sin (Mon Peche) was created back in 1924 by a mysterious Russian lady called “Madame Zed”, who worked on several more Lanvin fragrances. This feminine, provocative and dangerously seductive fragrant composition begins with aldehydes, bergamot, lemon, clary sage and neroli. The middle notes are: ylang-ylang, jasmine, rose, clove, orris, lily-of-the-valley, narcissus and lilac. The base is oriental – woody with vetiver, vanilla, musk, woody notes, tolu balm, styrax and civet. The perfume was discontinued in 1988, but it is still available on line.  My Sin is available as EDP as well as EDT. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Aldehydes', 'Neroli', 'Clary Sage', 'Bergamot', 'Amalfi Lemon']","['Jasmine', 'Orris Root', 'Narcissus', 'Ylang-Ylang', 'Rose', 'Clove', 'Lilac', 'Lily-of-the-Valley']","['Civetta', 'Musk', 'Styrax', 'Woodsy Notes', 'Tolu Balsam', 'vetyver', 'Vanille']","{'very weak': 6, 'weak': 12, 'moderate': 26, 'long lasting': 28, 'eternal': 27}","{'intimate': 25, 'moderate': 50, 'strong': 41, 'enormous': 29}","{'female': 3, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 3, 'great value': 0}"
Toujours Moi,Corday,https://fimgs.net/mdimg/perfume/375x500.3932.jpg,for women,4.53,140,{},"Toujours Moi by Corday is a Oriental Floral fragrance for women. Toujours Moi was launched in 1924. Toujours Moi (Forever Me) is one of the early Corday perfumes, launched in 1924. It rested on great popularity until and after Second World War. A composer Harry Revel was so impressed by the perfume, that he devoted several musical compositions to six Corday perfumes. The collection of Harry Revel’s compositions is called Perfume Set To Music. Please read more about the perfume and the house of Corday in the article “French house Jovoy – Corday.”
  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],[],[],"{'very weak': 3, 'weak': 4, 'moderate': 9, 'long lasting': 14, 'eternal': 6}","{'intimate': 16, 'moderate': 20, 'strong': 14, 'enormous': 20}","{'female': 2, 'more female': 1, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 1, 'good value': 0, 'great value': 1}"
Dans la Nuit,Worth,https://fimgs.net/mdimg/perfume/375x500.5129.jpg,for women,4.25,129,"{'powdery': 100.0, 'woody': 80.7411, 'floral': 79.3493, 'warm spicy': 71.8582, 'musky': 66.7462, 'fresh': 65.4808, 'white floral': 63.4057, 'amber': 62.7983, 'aromatic': 60.1663, 'aldehydic': 59.7361}","Dans la Nuit by Worth is a Floral fragrance for women. Dans la Nuit was launched in 1924. The nose behind this fragrance is Maurice Blanchet. Top notes are Aldehydes, Violet, Green Notes, Bergamot and Lemon; middle notes are Carnation, Rose, Orris Root, Ylang-Ylang, Jasmine, Lily-of-the-Valley and Cinnamon; base notes are Sandalwood, Civet, Amber, Musk, Tonka Bean, Vanilla and Vetiver.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Aldehydes', 'Violet', 'Green Notes', 'Bergamot', 'Lemon']","['Carnation', 'Rose', 'Orris Root', 'Ylang-Ylang', 'Jasmine', 'Lily-of-the-Valley', 'Cinnamon']","['Sandalwood', 'Civet', 'Amber', 'Musk', 'Tonka Bean', 'Vanilla', 'Vetiver']","{'very weak': 1, 'weak': 1, 'moderate': 13, 'long lasting': 5, 'eternal': 3}","{'intimate': 6, 'moderate': 15, 'strong': 9, 'enormous': 6}","{'female': 1, 'more female': 1, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 1}"
Acaciosa,Caron,https://fimgs.net/mdimg/perfume/375x500.7423.jpg,for women,4.2,128,"{'white floral': 100.0, 'sweet': 62.2848, 'woody': 53.6727, 'rose': 50.0455, 'yellow floral': 49.9394, 'powdery': 49.5364, 'floral': 46.397, 'amber': 44.8485, 'fresh': 44.0424}","Acaciosa by Caron is a Floral fragrance for women. Acaciosa was launched in 1924. The nose behind this fragrance is Ernest Daltroff. Top notes are Jasmine, Orange Blossom, Ylang-Ylang, Rose and Lily-of-the-Valley; middle notes are Jasmine, Orange Blossom, Sandalwood and Pineapple; base notes are Amber, Vanilla and Musk. A brilliant mixture with exceptional savoir-faire, this fragrance has remained among the greatest floral bouquets in international perfumery. Blossoms of orange, pineapple, jasmine and rose with a sensual ambergris background offer a sweet and harmonious blend. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Jasmine', 'Orange Blossom', 'Ylang-Ylang', 'Rose', 'Lily-of-the-Valley']","['Jasmine', 'Orange Blossom', 'Sandalwood', 'Pineapple']","['Amber', 'Vanilla', 'Musk']","{'very weak': 1, 'weak': 1, 'moderate': 5, 'long lasting': 10, 'eternal': 6}","{'intimate': 5, 'moderate': 13, 'strong': 16, 'enormous': 9}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Panama,Panama 1924,https://fimgs.net/mdimg/perfume/375x500.17039.jpg,for men,4.24,62,"{'lavender': 100.0, 'aromatic': 81.625, 'citrus': 80.0208, 'tobacco': 70.8333, 'fresh spicy': 68.7917, 'sweet': 55.375, 'warm spicy': 52.1667, 'woody': 50.4167, 'herbal': 48.375, 'cinnamon': 47.5}","Panama by Panama 1924 is a Aromatic Fougere fragrance for men. Panama was launched in 1924. Top notes are Lavender, Mandarin Orange, Lemon and Mint; middle notes are Chinese Cinnamon Wood, Rose, Red Thyme, Cumin and Coriander; base note is Sandalwood. Panama is a classic men's fragrance that contains notes of citrus, tobacco and vanilla. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Lavender', 'Mandarin Orange', 'Lemon', 'Mint']","['Chinese Cinnamon Wood', 'Rose', 'Red Thyme', 'Cumin', 'Coriander']",['Sandalwood'],"{'very weak': 4, 'weak': 3, 'moderate': 9, 'long lasting': 10, 'eternal': 4}","{'intimate': 7, 'moderate': 16, 'strong': 9, 'enormous': 4}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 2, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 1, 'good value': 1, 'great value': 0}"
